URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://net.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,net.rayjump.com/52.205.238.171,443,,02 Jun 2018 16:28:47,,,02 Jun 2018 16:29:41,53512,9,63,,,,,0.3154297,,,,175,6006,,0,11153,,
https://z.moatads.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,z.moatads.com/23.217.105.62,443,,02 Jun 2018 16:28:47,,,02 Jun 2018 16:29:34,47018,4,25,,,,,0.099609375,,,,171,904,,0,3754,,
https://googleads.g.doubleclick.net/mads/static/sdk/native/sdk-core-v40.html,COMPLETE,200,https,GET,text/html; charset=UTF-8,198.18.72.253/198.18.72.253,0,googleads.g.doubleclick.net/172.217.6.66,443,,02 Jun 2018 16:28:47,02 Jun 2018 16:28:47,02 Jun 2018 16:28:47,02 Jun 2018 16:28:47,135,6,5,80,1,14,29,8.9765625,364.2578,60.546875,,373,,,673,195,,0.5%
https://app-measurement.com/a,COMPLETE,204,https,POST,image/gif,198.18.72.253/198.18.72.253,0,app-measurement.com/216.58.194.174,443,,02 Jun 2018 16:28:47,02 Jun 2018 16:28:47,02 Jun 2018 16:28:47,02 Jun 2018 16:28:47,165,2,6,80,9,5,63,5.859375,76.171875,56.25,,296,406,,288,,4.9%,
https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/sdk-core-v40-loader.js,COMPLETE,200,https,GET,text/javascript; charset=UTF-8,198.18.72.253/198.18.72.253,0,googleads.g.doubleclick.net/172.217.6.66,443,,02 Jun 2018 16:28:48,02 Jun 2018 16:28:48,02 Jun 2018 16:28:48,02 Jun 2018 16:28:48,16,,,,1,8,7,241.57715,399.41406,433.22754,,409,,,734,2815,,61.4%
https://ads.api.vungle.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,ads.api.vungle.com/23.213.102.211,443,,02 Jun 2018 16:28:48,,,02 Jun 2018 16:29:20,31945,13,11,,,,,0.203125,,,,156,1631,,0,4858,,
https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/production/sdk-core-v40-impl.js,COMPLETE,200,https,GET,text/javascript; charset=UTF-8,198.18.72.253/198.18.72.253,0,googleads.g.doubleclick.net/172.217.6.66,443,,02 Jun 2018 16:28:48,02 Jun 2018 16:28:48,02 Jun 2018 16:28:48,02 Jun 2018 16:28:49,550,,,,2,535,13,157.41797,204.10156,161.06836,,418,,,735,87505,,66.2%
https://setting.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,setting.rayjump.com/34.233.198.162,443,,02 Jun 2018 16:28:48,,,02 Jun 2018 16:29:40,51265,3,69,,,,,0.06542969,,,,183,2006,,0,1278,,
https://setting.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,setting.rayjump.com/34.233.198.162,443,,02 Jun 2018 16:28:48,,,02 Jun 2018 16:29:39,51254,3,67,,,,,0.0625,,,,183,1985,,0,1159,,
https://setting.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,setting.rayjump.com/34.233.198.162,443,,02 Jun 2018 16:28:48,,,02 Jun 2018 16:29:41,52291,6,78,,,,,0.08886719,,,,183,2849,,0,1742,,
https://analytics.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,analytics.rayjump.com/52.2.24.206,443,,02 Jun 2018 16:28:49,,,02 Jun 2018 16:29:21,32413,3,65,,,,,0.07128906,,,,187,1857,,0,330,,
https://net.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,net.rayjump.com/52.205.238.171,443,,02 Jun 2018 16:28:49,,,02 Jun 2018 16:29:21,32350,2,76,,,,,0.16113281,,,,175,1729,,0,3437,,
https://net.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,net.rayjump.com/52.205.238.171,443,,02 Jun 2018 16:28:49,,,02 Jun 2018 16:29:21,32220,2,79,,,,,0.16113281,,,,175,1730,,0,3433,,
https://cdn-adn-https.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,cdn-adn-https.rayjump.com/23.236.125.232,443,,02 Jun 2018 16:28:49,,,02 Jun 2018 16:28:51,1791,19,92,,,,,5.5498047,,,,195,733,,0,9251,,
https://cdn-adn-https.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,cdn-adn-https.rayjump.com/23.236.125.232,443,,02 Jun 2018 16:28:49,,,02 Jun 2018 16:29:09,20238,15,91,,,,,268.81348,,,,195,975,,0,5569646,,
https://cdn-adn-https.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,cdn-adn-https.rayjump.com/23.236.125.232,443,,02 Jun 2018 16:28:49,,,02 Jun 2018 16:28:51,1800,12,95,,,,,78.240234,,,,195,742,,0,143277,,
https://net.rayjump.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,net.rayjump.com/52.205.238.171,443,,02 Jun 2018 16:28:49,,,02 Jun 2018 16:29:21,32113,3,89,,,,,0.15917969,,,,175,1730,,0,3346,,
https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/production/clearcutlog.js,COMPLETE,200,https,GET,text/javascript; charset=ISO-8859-1,198.18.72.253/198.18.72.253,0,googleads.g.doubleclick.net/172.217.6.66,443,,02 Jun 2018 16:28:49,02 Jun 2018 16:28:49,02 Jun 2018 16:28:49,02 Jun 2018 16:28:50,417,,,,2,405,10,40.666016,126.953125,41.24414,,260,,,740,16365,,65.5%
https://googleads.g.doubleclick.net/mads/gma?os_version=11.2.5&u_sso=p&ios_base_sdk=11.3&rbv=1&request_id=1&platform=iPhone&app_name=2.7.2.iphone.com.appcraft.pixelart&u_mwsso=p&u_so=p&js=afma-sdk-i-v7.27.0&sai=0&ios_app_volume=1&is_other_audio_playing=0&ios_output_volume=0.6875&ios_current_boot_timestamp_ms=61553759.870000005&request_origin=pub&ms=BxNquFNps5lXsV7hhn0-qVW72Ms0MdKYArQALM2UYKt5y0xBqplt4-yZbos-aCuM0jlXJO1ckF3Z1meZEjlkrDMZ6X13dkTXdWUALLy1XBhWC744SoTjnBFVXx4rZQnfn0QGYXiqZaBjrnn0Lj53kPAZA-WUq68Uu7O2XcfvMF_L9tgU8sdHw1pg_DRXNPaJjtl1aNOfb9zgUaYXQwYcUzVO32us8GnUGXOgN22Z8WKJLUMcO6Qef16c9rO6Vv0Xk1VE8nIo6v10K9lWy2gtX8e4NgrNjEbEppcqTf-tiPz7xJwWdb1SZ0H2CUa_xP0G9su1bESB7SKhvk46w8twGw&hl=en&u_sd=3&ios_key_window_w=375&cap_noiap=0&cellular_country_code=310&request_agent=Appodeal&u_w=375&format=interstitial_mb&ios_radio=CTRadioAccessTechnologyLTE&u_h=812&submodel=iPhone10%2C6&ios_key_window_h=812&cap_bs=1&net=wi&ios_app_muted=0&binary_arch=arm64&should_silence_audio=0&cellular_network_code=410&tag_for_child_directed_treatment=0&_c_csdk_npa_o=false&_ad_b=0x0&_package_name=com.appcraft.pixelart&an=2.7.2.iphone.com.appcraft.pixelart&u_audio=1&output=html&region=mobile_app&u_tz=-420&client_sdk=1&ex=1&client=ca-app-pub-9742777872039075&slotname=6088985577&_hl=en-us&gsb=wi&num_ads=1&vpt=8&vfmt=18&vst=0&sdkv=o.7.27.0&sdmax=0&dmax=1&sdki=3c0d&caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_sfv_dinm_dim_nav_navc_ct_dinmo_gcache&swdr=false&cap=a&blockAutoClicks=true&forceHttps=true&includeDoritos=true&uulel=48&blob=ABPQqLFh6_jhKpby5qL-KteTTAKu-6tmKktqBpREbmTOxbDI24z5dcb8I0OBjAf91prlaHuMYXPtNSNE9Ducsu_-d-qt39amR3cOvFuTvVT8cf04OPs6n2o6o0HKGD2QyjYjhkQ71FeaVB1lkH_oeC4_QvNFJbqMYnhAVR5ttFYDOG5d0gC2zwlVPNgaOaP_tkavsRiW5t2F_rF6oNgaZfjQo0mvO0X1bghl_8QOXhBdBhF6QGpmO6xBMvg237fXHdMSSS0uWnPw30wLUOgV4KI4s0OKiF8x3XILBBiAuop3lfGqKJ-4d28gkD6HUA&et=66&eid=318480378&tcar=87&jsv=4-production-sdk_20180530_RC02&urll=1987,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,googleads.g.doubleclick.net/172.217.6.66,443,,02 Jun 2018 16:28:50,02 Jun 2018 16:28:50,02 Jun 2018 16:28:50,02 Jun 2018 16:28:50,480,3,6,80,2,27,362,7.6171875,1090.8203,54.614258,,2234,,,1081,429,,46.2%
