URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://graph.facebook.com/v2.6/185968838439659/activities?advertiser_id=E00218B0-F0BB-45CC-924B-8797938F9F06&advertiser_tracking_enabled=1&anon_id=XZ55607385-68FB-4A10-B64E-82AABFA10893&application_tracking_enabled=1&event=CUSTOM_APP_EVENTS&extinfo=%5B%22i2%22%2C%22swc%22%2C%22531%22%2C%227.1%22%2C%2211.2.5%22%2C%22iPhone10%2C6%22%2C%22en_US%22%2C%22PDT%22%2C%22AT%26T%22%2C375%2C812%2C%223.00%22%2C6%2C60%2C14%2C%22America%5C%2FLos_Angeles%22%5D&format=json&include_headers=false&sdk=ios&url_schemes=%5B%22swc%22%2C%22fb185968838439659%22%5D,COMPLETE,200,https,POST,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,graph.facebook.com/157.240.11.17,443,,02 Jun 2018 19:28:47,02 Jun 2018 19:28:47,02 Jun 2018 19:28:48,02 Jun 2018 19:28:48,172,,,,5,27,140,21.262695,612.5,22.026367,,797,2339,,593,16,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:28:48,,,,,4,66,238,,,,,,,,,,,,,,
https://res1.applovin.com,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,res1.applovin.com/23.195.79.82,443,,02 Jun 2018 19:28:49,,,02 Jun 2018 19:29:22,32869,13,7,,,,,42.99121,,,,176,659,,0,1446164,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:28:49,,,,,6,70,241,,,,,,,,,,,,,,
https://api.branch.io,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,api.branch.io/54.192.140.67,443,,02 Jun 2018 19:28:52,,,02 Jun 2018 19:28:53,1583,11,5,,,,,4.008789,,,,168,1493,,0,4838,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:28:52,,,,,3,77,287,,,,,,,,,,,,,,
https://app-measurement.com/a,COMPLETE,204,https,POST,image/gif,198.18.72.253/198.18.72.253,0,app-measurement.com/172.217.164.110,443,,02 Jun 2018 19:28:52,02 Jun 2018 19:28:52,02 Jun 2018 19:28:52,02 Jun 2018 19:28:52,182,4,5,85,11,13,64,6.8779297,88.24512,21.63379,,293,701,,288,,49.2%,
https://api.amplitude.com/,COMPLETE,200,https,POST,,198.18.72.253/198.18.72.253,0,api.amplitude.com/54.148.136.199,443,,02 Jun 2018 19:28:53,02 Jun 2018 19:28:53,02 Jun 2018 19:28:53,02 Jun 2018 19:28:53,80,,,,12,8,60,77.868164,498.37207,31.12793,,267,5857,,248,7,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:28:53,,,,,3,64,236,,,,,,,,,,,,,,
https://api.branch.io,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,api.branch.io/54.192.140.67,443,,02 Jun 2018 19:28:53,,,02 Jun 2018 19:28:54,1000,2,7,,,,,6.8779297,,,,168,1701,,0,5174,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:28:54,,,,,3,64,239,,,,,,,,,,,,,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:28:56,,,,,3,70,245,,,,,,,,,,,,,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:28:58,,,,,3,70,235,,,,,,,,,,,,,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:02,,,,,3,79,267,,,,,,,,,,,,,,
https://graph.facebook.com/v2.6/185968838439659/activities?advertiser_id=E00218B0-F0BB-45CC-924B-8797938F9F06&advertiser_tracking_enabled=1&anon_id=XZ55607385-68FB-4A10-B64E-82AABFA10893&application_tracking_enabled=1&event=CUSTOM_APP_EVENTS&extinfo=%5B%22i2%22%2C%22swc%22%2C%22531%22%2C%227.1%22%2C%2211.2.5%22%2C%22iPhone10%2C6%22%2C%22en_US%22%2C%22PDT%22%2C%22AT%26T%22%2C375%2C812%2C%223.00%22%2C6%2C60%2C14%2C%22America%5C%2FLos_Angeles%22%5D&format=json&include_headers=false&sdk=ios&url_schemes=%5B%22swc%22%2C%22fb185968838439659%22%5D,COMPLETE,200,https,POST,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,graph.facebook.com/157.240.11.17,443,,02 Jun 2018 19:29:02,02 Jun 2018 19:29:02,02 Jun 2018 19:29:03,02 Jun 2018 19:29:03,161,,,,9,20,132,19.021484,274.1963,29.736328,,797,1730,,593,16,,
https://api.amplitude.com/,COMPLETE,200,https,POST,,198.18.72.253/198.18.72.253,0,api.amplitude.com/54.148.136.199,443,,02 Jun 2018 19:29:03,02 Jun 2018 19:29:03,02 Jun 2018 19:29:03,02 Jun 2018 19:29:03,91,,,,5,11,75,38.085938,643.3594,22.637695,,267,3027,,248,7,,
https://api.branch.io,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,api.branch.io/54.192.140.67,443,,02 Jun 2018 19:29:03,,,02 Jun 2018 19:29:05,2136,1,14,,,,,2.9697266,,,,168,1492,,0,4836,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:03,,,,,3,63,243,,,,,,,,,,,,,,
